problem_id,title,A,B,C,D,E,answer,count
272,十九大报告指出，加快社会治安防控体系建设，依法打击和惩治黄赌毒黑拐骗等违法犯罪活动，保护人民（）。,生命权,人身权,财产权,人格权,"","B,C,D",35
273,党的纪律的基本特征：（）,自觉性,客观性,民主性,严肃性,"","A,B,C,D",34
274,中国特色反腐倡廉道路必须坚持（）的基本方针。,标本兼治,综合治理,惩防并举,注重预防,"","A,B,C,D",26
275,党的十八大以来，以习近平同志为总书记的党中央毫不动摇坚持和发展中国特色社会主义，勇于实践、善于创新，深化对（）的认识，形成一系列治国理政新理念新思想新战略。,社会发展基本规律,共产党执政规律,社会主义建设规律,人类社会发展规律,"","B,C,D",30
276,“一带一路”是（）和（）的简称。,“长江经济带”,“丝绸之路经济带”,“欧亚丝绸之路”,“21世纪海上丝绸之路”,"","B,D",23
277,党章规定，预备党员的权利，除了没有（）以外，同正式党员一样。,申诉权,表决权,选举权,被选举权,"","B,C,D",28
278,党在长期领导人民群众翻身求解放的艰苦斗争中形成的（）的三大优良作风，是我们党区别于其它政党的显著标志。,实事求是,理论联系实际,密切联系群众,批评与自我批评,"","B,C,D",29
279,全面提高公民道德素质。要坚持依法治国和以德治国相结合，加强（）教育，弘扬中华传统美德，弘扬时代新风。,社会公德,职业道德,家庭美德,个人品德,"","A,B,C,D",38
280,十九大报告指出，我们要巩固基层政权，完善基层民主制度，保障人民（）。,知情权,参与权,表达权,监督权,"","A,B,C,D",35
281,（）是中国共产党历史上的两个伟大转折点。,八七会议,第七次代表大会,遵义会议,十一届三中全会,"","C,D",26
282,在新的历史时期，加强党的建设具有特殊重要性，这是因为党现在面临着（）的考验。,长期执政,改革开放,市场经济,外部环境,"","A,B,C,D",30
283,在新的历史时期，加强党的建设具有特殊重要性，这是因为党现在面临着（）的危险。,精神懈怠,能力不足,脱离群众,消极腐败,"","A,B,C,D",28
284,党的民主集中制的“四个服从”是指：个人服从组织、（）全党服从中央。,党员服从干部,下级服从上级,地方各级委员会服从中央委员会,少数服从多数,"","B,D",41
285,江泽民同志提出的“三个代表”是指（）。,代表中国先进生产力的发展要求,代表中国先进文化的前进方向,代表中国最广大人民的根本利益,代表中华民族的根本利益,"","A,B,C",28
286,党的领导主要是（　　　　）。,思想领导,政治领导,组织领导,理论领导,"","A,B,C",21
287,党章规定，党的最高领导机关是（）。,中央政治局,中央书记处,党的全国代表大会,中央委员会,"","C,D",40
288,毛泽东思想活的灵魂是（　　　　）。,群众路线,独立自主,党的建设,实事求是,"","A,B,D",33
289,党的纪律处分除警告外，还有（　　　　）。,严重警告,撤销党内职务,开除党籍,留党察看,"","A,B,C,D",18
290,毛泽东在七届二中全会上告诫全党同志们继续保持两个务必，即（）。,务必保持与群众的密切联系的作风,务必保持谦虚、谨慎、不骄、不躁的作风,务必保持批评与自我批评的作风,务必保持艰苦奋斗的作风,"","B,D",19
291,十九大报告指出，建设现代化经济体系，需要建设（）劳动者大军，弘扬劳模精神和工匠精神，营造劳动光荣的社会风尚和精益求精的敬业风气。,知识型,技能型,创新型,开创型,"","A,B,C",25
292,十九大报告指出，要长期坚持、不断发展我国社会主义民主政治，积极稳妥推进政治体制改革，推进社会主义民主政治（），保证人民依法通过各种途径和形式管理国家事务，管理经济文化事业，管理社会事务，巩固和发展生动活泼、安定团结的政治局面。,制度化,规范化,法治化,程序化,"","A,B,D",29
293,我国还处在社会主义初级阶段的论断具有特定的科学含义：（）,我国已经是社会主义社会,我们的社会主义是中国特色的社会主义,我国的社会主义社会还处在初级阶段,我国的社会主义社会现已超越了初级阶段,"","A,C",24
294,党的组织体系由党的（）等基本层次构成。,中央组织,地方组织,基层组织,党组,"","A,B,C",30
295,党的基层组织，根据工作需要和党员人数，经上级党组织批准，分别设立党的（）。,基层委员会,总支部委员会,支部委员会,党小组,"","A,B,C",37
296,党组是在中央和地方（）和其他非党组织的领导机关中设立的党的一级组织。,国家机关,人民团体,经济组织,文化组织,"","A,B,C,D",32
297,党的各级委员会实行集体领导和个人分工负责相结合的制度。凡属重大问题都要按照（）的原则，由党的委员会集体讨论，做出决定；委员会成员要根据集体的决定和分工，切实履行自己的职责。,集体领导,民主集中,个别酝酿,会议决定,"","A,B,C,D",33
298,胡锦涛同志在党的十七届四中全会上提出了全党要（）。,大兴密切联系群众之风,大兴求真务实之风,大兴艰苦奋斗之风,大兴批评与自我批评之风,"","A,B,C,D",24
299,发展党员必须履行入党手续是为了（）,保证新党员质量,保证党的先进性和纯洁性,限制党员队伍过分扩大,对要求入党的同志进行严格的教育和考察,"","A,B,D",27
300,下列属于党员义务的是（）,对党的工作提出建议和倡议,切实开展批评和自我批评,加强理论学习,倡导共产主义道德,"","B,C,D",29
301,党员主体地位，主要是指（）。,广大党员在党的活动中处于主体位置,在党内生活中当家作主,对党的活动和党的事业起着最终的决定作用,党员的权利大于义务,"","A,B,C",31
302,下列属于党员权利的是（）,倡导共产主义道德,对党的工作提出建议和倡议,加强理论学习,参加党的有关会议,"","B,D",18
303,端正入党动机的基本要求是（）,要有为共产主义和中国特色社会主义奋斗终身的坚定理想信念,要有全心全意为人民服务的思想,要有稳定的工作和收入，能够按时缴纳党费,要有在生产、工作、学习和社会生活中起先锋模范作用的觉悟,"","A,B,D",37
304,党性修养的基本内容（）,正确的政治方向和崇高的理想信念,坚持马克思主义的指导和牢固树立党的宗旨,培养良好的作风和严明党的纪律,培养高尚的道德情操,"","A,B,C,D",23
305,大学生提升党性修养的主要途径有（）,加强学习和勇于实践,严于律己与率先垂范,自我批评与改造,和老师同学搞好关系,"","A,B,C",42
306,中国共产党章程在总纲中把党的性质概括为（）。,中国工人阶级的先锋队,中国农民阶级的先锋队,中国人民的先锋队,中华民族的先锋队,"","A,C,D",29
307,民主集中制是我们党的根本的（）。,组织原则,组织制度,领导制度,工作制度,"","A,B,C,D",30
308,党的十八届六中全会审议通过的《关于新形势下党内政治生活的若干准则》强调，全党必须坚决反对（），领导干部特别是高级干部要以身作则。,形式主义,官僚主义,享乐主义,奢靡之风,"","A,B,C,D",25
309,在党的二大上，首次明确把党的纲领区分为最高纲领和最低纲领，规定党的最高纲领是实现社会主义、共产主义，最低纲领是（）。,消除内乱，打倒军阀，建立国内和平,推翻资产阶级的反动统治,推翻国际帝国主义的压迫，达到中华民族完全独立,统一中国为真正的民主共和国,"","A,C,D",28
310,十八大党章指出，树立（）的生态文明理念，坚持节约资源和保护环境的基本国策。,尊重自然,顺应自然,保护自然,处理好人与自然的关系,"","A,B,C",28
311,“四个全面”战略布局中的战略举措包括（）。,全面建成小康社会,全面深化改革,全面依法治国,全面从严治党,"","A,B,C,D",27
312,中国梦的核心内涵是中华民族伟大复兴，基本内涵是实现（）。,世界和谐,国家富强,民族振兴,人民幸福,"","B,C,D",36
313,马克思、恩格斯曾经指出：“作为确定的人、现实的人，你就有规定，就有使命，就有任务”。,对,错,"","","",A,9
314,从现在到二〇三五年，是全面建成小康社会决胜期。,对,错,"","","",B,7
315,习近平在北京大学建校110周年师生座谈会上提出：“希望同学们在深入学习中国特色社会主义理论体系上狠下功夫，在提高综合素质上狠下功夫，在提高实践本领上狠下功夫，努力成为德智体全面发展的社会主义建设者和接班人。”,对,错,"","","",B,8
316,党的十八大以来，以习近平同志为核心的党中央提出了实现中华民族伟大复兴的中国梦的宏伟目标。中国梦召唤着广大青年，也激励着广大青年。,对,错,"","","",A,6
317,十八大以来的五年，我国经济保持中高速增长，在世界主要国家中名列前茅，国内生产总值从五十四万亿元增长到八十万亿元，稳居世界第二，对世界经济增长贡献率超过百分之三十。,对,错,"","","",A,8
318,广大青年要不断增强道路自信、理论自信、制度自信、文化自信，增强对坚持党的领导的信念，永远紧跟党高高举起中国特色社会主义伟大旗帜。,对,错,"","","",A,6
319,大学生在校学习期间是大学生承担历史使命的准备阶段。大学生在校期间奋发成才，关键是提高自身素质。大学生素质主要包括思想政治道德素质、知识能力素质和身体心理素质。,对,错,"","","",A,5
320,良好的心理素质是大学生身体生理健康的重要条件，是成才的内在动力，是人格健全的重要标志。,对,错,"","","",A,16
321,创新思维素质表现为勤于思考，善于思考，运用辩证的思维方法进行正向思维、反向思维、多向思维，在思维中进行多角度思考。,对,错,"","","",A,11
322,广大青年要通过自己的实际行动，让爱国主义、集体主义、社会主义思想更加深入人心，让社会主义核心价值观更好引领社会风尚。,对,错,"","","",A,7
323,20世纪初，马克思主义在中国先进知识分子当中，逐步传播开来。当时，在宣传马克思主义方面最突出的是蔡和森和毛泽东。,对,错,"","","",B,5
324,党的十八大报告指出了新形势下党面临的“四大考验”和“四种危险”，“执政考验、改革开放考验、市场经济考验、外部环境考验”，“精神懈怠危险、能力不足危险、脱离群众危险、消极腐败危险”。,对,错,"","","",A,9
325,党的十八届六中全会审议通过的《关于新形势下党内政治生活的若干准则》，根据新形势下党的建设的新特点，确立了若干操作性很强的政治原则和政治规格，从12个方面作出具体规定，正是要解决管党治党的宽松软现象，确保党的领导坚强有力。,对,错,"","","",A,7
326,《中国共产党党内监督条例》是新形势下加强党内监督的顶层设计，必须抓好贯彻执行，使其成为规范各极党组织和广大党员、干部行为的硬约束。,对,错,"","","",A,6
327,2015年7月1日，习近平总书记在庆祝中国共产党成立90周年大会上的讲话中指出，“青年是祖国的未来、民族的希望，也是我们党的未来和希望”。,对,错,"","","",B,14
328,“不忘初心、继续前进”是全党在新的历史条件下进行具有许多新的历史特点的伟大斗争的政治宣言，是指引我们党更好担负历史使命的行动指南。,对,错,"","","",A,13
329,坚持不忘初心、继续前进，就要坚信党的根基在人民、党的力量在人民。,对,错,"","","",A,11
330,拉开我国新民主主义革命序幕的历史事件是新文化运动。,对,错,"","","",B,6
331,标志着我国进入改革开放新时期的重要会议是党的十一届六中全会。,对,错,"","","",B,9
332,中国共产党人的初心和使命就是为中国人民谋幸福，为中华民族谋复兴。,对,错,"","",,A,15
333,中国共产党只是中国工人阶级的先锋队。,对,错,"","","",B,9
334,从二〇二〇年到二〇三五年，在全面建成小康社会的基础上，再奋斗十五年，基本实现社会主义现代化。,对,错,"","","",A,7
335,中国共产党从成立之日起，就把自己定为中国工人阶级政党，始终坚持工人阶级先锋队的性质，为保持自身的先进性奠定了坚实的阶级基础。,对,错,"","","",A,11
336,党除了工人阶级和最广大人民群众的利益，还有自己特殊的利益。,对,错,"","","",B,11
337,知识分子作为工人阶级的一部分，大大增强了工人阶级的科技文化素质。,对,错,"","","",A,6
338,工人阶级的最高利益和最高理想，就是消灭生产资料的私人占有制，消灭剥削制度，实现社会主义制度。,对,错,"","","",B,9
339,历史表明，中国共产党从来就不仅代表工人阶级和劳动人民的利益，同时也代表整个中华民族的利益。,对,错,"","","",A,8
340,改革开放以来，我国的社会阶层构成发生了新的变化，出现了民营科技企业的创业人员和技术人员、受聘于外资企业的管理技术人员、个体户、私营企业主、中介组织的从业人员、自由职业人员等社会阶层。,对,错,"","","",A,7
341,我们的目标，是把中国由不发达的社会主义国家变成富强、民主的社会主义现代化国家。,对,错,"","","",B,8
342,“三个代表”集中体现了中国共产党的阶级性和先进性。,对,错,"","","",A,16
343,全心全意为人民服务是中国共产党的根本宗旨。,对,错,"","","",A,10
344,党的十八届六中全会通过的《关于新形势下党内政治生活的若干准则》指出：“人民立场是党的根本政治立场，人民群众是党的力量源泉。”,对,错,"","","",A,12
345,全党必须坚决反对形式主义、官僚主义、享乐主义和奢靡之风，领导干部特别是高级干部要以身作则。,对,错,"","","",A,6
346,反对官僚主义，重在解决追名逐利、贪图享受，讲究排场、玩物丧志等问题。,对,错,"","","",B,10
347,反对享乐主义，重在解决铺张浪费、挥霍无度、骄奢淫逸、腐化堕落等问题。,对,错,"","","",B,9
348,将党的利益摆在第一位是中国共产党的一贯宗旨。,对,错,"","","",B,11
349,中国共产党的最早组织是在上海首先建立的，1920年8月上海共产党早期组织正式成立。,对,错,"","","",A,8
350,中国共产党始终成为中国工人阶级的先锋队，与自觉成为中国人民和中华民族的先锋队，二者是统一的。,对,错,"","","",A,7
351,中国共产党的最高纲领是实现社会主义。,对,错,"","","",B,4
352,社会主义是人类历史最美好、最进步、最合理的社会制度。,对,错,"","","",B,9
353,马克思、恩格斯关于科学社会主义理论，揭示了资本主义社会内在矛盾，阐明了资本主义必然灭亡和社会主义必然胜利的客观规律。,对,错,"","","",A,7
354,生产关系一定要适合生产力的发展状况，是一切社会发展的普遍规律。,对,错,"","","",A,14
355,我国仍处于并将长期处于社会主义初级阶段的基本国情没有变，我国是世界最大发展中国家的国际地位没有变。,对,错,"","","",A,10
356,坚持创新、协调、绿色、开放、共享的发展理念，努力提高发展质量和效益，不断提高人民生活水平。,对,错,"","","",A,13
357,毫不动摇地巩固和发展公有制经济，毫不动摇地鼓励、支持、引导非公有制经济发展。,对,错,"","","",A,6
358,坚持党的领导、人民当家作主、依法治国有机统一，走中国特色社会主义政治发展道路。,对,错,"","","",A,10
359,树立尊重自然、顺应自然、保护自然的生态文明理念，坚持节约资源和保护环境的基本国策。,对,错,"","","",A,10
360,按照马克思的描述，未来的共产主义社会，是没有阶级，没有剥削，社会产品极大丰富，劳动成为生活的第一需要的社会。,对,错,"","","",A,13
361,十九大报告明确指出：“习近平新时代中国特色社会主义思想，是对马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观的继承和发展，是马克思主义中国化的最新成果。”,对,错,"","","",A,13
362,十九大报告提出，使绝大多数城乡新增劳动力接受高中阶段教育、更多接受高等教育。,对,错,"","","",A,4
363,创新是引领发展的第一动力，是建设现代化经济体系的战略支撑。,对,错,"","","",A,9
364,中国共产党成立之初，就郑重地把毛泽东思想写在自己的旗帜上。,对,错,"","","",B,10
365,科学发展观是同马克思列宁主义、毛泽东思想、邓小平理论和“三个代表”重要思想既一脉相承又与时俱进的科学理论。,对,错,"","","",A,8
366,中国特色社会主义理论体系是包括毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观在内的科学理论体系。,对,错,"","","",B,7
367,发展理念，具体展开为创新、协调、绿色、开放、共享这五大理念。这五大理念中，共享是中国特色社会主义的本质要求。,对,错,"","","",A,5
368,习近平总书记强调，新常态下，我国经济发展表现出速度变化、结构优化、动力转换三大特点，增长速度要从高速转向中高速。,对,错,"","","",A,4
369,走中国特色社会主义政治发展道路，关键是要坚持党的领导、人民当家作主、依法治国有机统一，这是我们推进政治文明建设必须遵循的基本方针，也是我国社会主义政治文明的本质特征。,对,错,"","","",A,11
370,提高国家文化软实力，要坚持走中国特色社会主义文化发展道路，深入开展社会主义核心价值体系学习教育，广泛开展理想信念教育，大力弘扬民族精神和时代精神。,对,错,"","","",A,2
371,中国梦，核心内涵是中华民族伟大复兴，基本内涵是实现国家富强、民族振兴、人民幸福。,对,错,"","","",A,11
372,实现中国梦必须弘扬中国精神，这就是以爱国主义为核心的民族精神，以改革创新为核心的时代精神。,对,错,"","","",A,10
373,全面建成小康社会是我们的战略目标，到2050年实现这个目标，我们国家的发展水平就会迈上一个大台阶。,对,错,"","","",B,15
374,全面深化改革、全面依法治国、全面从严治党是三大战略举措，对实现全面建成小康社会战略目标一个都不能缺。,对,错,"","","",A,7
375,市场在资源配置中起主导性作用。,对,错,"","","",B,9
376,全面从严治党，核心是加强党的领导，基础在全面，关键在严，要害在治。,对,错,"","","",A,10
377,毛泽东思想的活的灵魂有三个基本方面，即理论联系实际、密切联系群众、批评与自我批评。,对,错,"","","",B,9
378,立党为公，执政为民是实践“三个代表”重要思想的根本要求。,对,错,"","","",A,9
379,中国梦的核心内涵是中华民族伟大复兴，基本内涵是人民幸福。,对,错,"","","",B,13
380,“四个全面”战略布局中的战略举措包括全面建成小康社会，全面深化改革，全面依法治国，全面从严治党。,对,错,"","","",A,10
381,民主集中制是党的根本组织制度。,对,错,"","","",A,15
382,党的民主集中制的基本原则是：党员个人服从党的组织，少数服从多数，下级组织服从上级组织，全党各个组织和全体党员服从党的全国代表大会和中央委员会。,对,错,"","","",A,6
383,党的最高领导机关是党的中央委员会。,对,错,"","","",B,5
384,中国共产党是参政党，办好中国的事情关键在党。,对,错,"","","",B,13
385,牢固树立政治意识、大局意识、核心意识、看齐意识，是维护党中央权威、维护党的领导核心的重要思想基础。党内民主是党的生命，是党内政治生活积极健康的重要基础,对,错,"","","",A,10
386,中国共产党党员享有知情权、参与权、选举权、监督权。,对,错,"","","",A,8
387,党员必须参加党员大会、党小组会和上党课，党支部要定期召开支部委员会会议。,对,错,"","","",A,9
388,每个党员都要按规定自觉交纳党费，党费使用和管理要公开透明。,对,错,"","","",A,6
389,中国共产党是用革命理想和铁的纪律组织起来的马克思主义政党，组织严密、纪律严明是党的优良传统和政治优势，也是我们的力量所在。,对,错,"","","",A,13
390,党的政治纪律是各级党组织和全体党员在政治方向、政治立场、政治言论和政治行为方面必须遵守的规则，是维护党的团结统一的根本保证。,对,错,"","","",A,4
391,党的工作纪律是党员在日常生活和社会交往中应当遵守的行为规则，涉及党员个人品德、家庭美德、社会公德等各个方面，关系党的形象。,对,错,"","","",B,7
392,对党员的纪律处分主要有以下5种：（1）警告；（2）严重警告；（3）撤销党内职务；（4）留党察看；（5）开除党籍。,对,错,"","","",A,10
393,留党察看最长不超过两年。党员在留党察看期间有表决权、选举权和被选举权。,对,错,"","","",B,9
394,《关于新形势下党内政治生活的若干准则》强调，实事求是、群众路线、独立自主是中国共产党的三大优良作风。,对,错,"","","",B,6
395,推进党的作风建设，核心是保持党同人民群众的血肉关系。,对,错,"","","",A,10
396,批评和自我批评是我们党强身治病，保持肌体健康的锐利武器，也是加强和规范党内政治生活的重要手段。,对,错,"","","",A,10
397,加入中国国籍的外国公民也能申请加入中国共产党。,对,错,"","","",B,4
398,吸收其他社会阶层的优秀分子入党，允许新的社会阶层中的优秀分子包括私营企业中的优秀分子入党，并不是毫无原则地敞开大门，谁想进来就进来，或者不想进来硬拉进来。,对,错,"","","",A,13
399,党的纲领是统一全党思想和行动的最高准则，它包括党的性质，党的指导思想，党的最终目标，党在当前历史阶段的总任务和基本政策，以及党的建设的基本要求等。,对,错,"","","",A,11
400,党的章程，是党的最高行为规范，是党内政治生活和处理个人与组织、组织与组织关系的基本准则。,对,错,"","","",A,6
401,如果对党的决议有不同意见，可以向党的上级组织直至中央委员会反映，也可以在行动上不服从和执行。,对,错,"","","",B,8
402,中国特色社会主义共同理想，是中国共产党人的精神支柱和政治灵魂，也是保持党的团结统一的思想基础。,对,错,"","","",A,2
403,十九大党章第一章第三条明确规定了党员必须履行的九项义务。,对,错,"","","",B,7
404,十九大党章第一章第四条规定了党员应享有的九项权利。,对,错,"","","",B,6
405,在党组织讨论决定对党员的党纪处分或作出鉴定时，本人没有权力参加和进行申辩，但其他党员可以为他作证和辩护。,对,错,"","","",B,6
406,共产党员要始终做到个人利益服从党和人民的利益。,对,错,"","","",A,8
407,在党的会议上，所有参加会议有表决权的正式党员既可投赞成票，也可投反对票，还可投弃权票。,对,错,"","","",A,12
408,党组织收到入党申请书，应当在三个月内派人同入党申请人谈话，了解基本情况。,对,错,"","","",B,10
409,对入党积极分子的考察期，自党支部确定其为入党积极分子之日算起。,对,错,"","","",A,13
410,党支部对入党积极分子的培养教育和考察情况，要及时如实地填写在《入党积极分子培养考察登记表》中。每半年要对要求入党的积极分子进行一次考察，每次考察情况要填入入党积极分子考察表。,对,错,"","","",A,10
411,成为党组织确定的入党积极分子，并经过两年以上培养教育和考察、基本具备党员条件。,对,错,"","","",B,12
412,大学生入党积极分子应当及时向党组织汇报自己的学习、生活、思想状况，主动的递交思想汇报，一般要求每个季度一份，半年二次总结。,对,错,"","","",A,7
413,根据《中国共产党发展党员工作细则》的规定，确定发展对象的程序一般如下：1、党小组、培养联系人向党支部汇报培养对象的状况，提出推荐名单；2、党支部审核材料，听取党员和群众意见；确定拟发展对象；3、确定入党介绍人；4、院系党总支（分党委）审核、政审并公示。,对,错,"","","",A,7
414,上级党组织在审批接收新党员前，要指派党委组织委员、组织员或其他党委成员（2人以上）同发展对象谈话，作进一步的考察。,对,错,"","","",A,6
415,十九大党章规定：预备党员的预备期，从支部大会通过他为预备党员之日算起。,对,错,"","","",A,9
416,预备党员面对党旗进行入党宣誓，是发展党员工作的必要程序。,对,错,"","","",A,4
417,入党宣誓仪式，一般由党小组组织举行入党宣誓仪式。,对,错,"","","",B,8
418,入党宣誓可以在预备期内进行，也可以放在转正后举行。,对,错,"","","",B,7
419,大学生预备党员的教育方法有（1）集中培训（2）个别谈心（3）自我教育（4）实践考察。,对,错,"","","",A,5
420,群众监督是大学生预备党员考察最普遍的形式。,对,错,"","","",A,8
421,自我汇报是大学生预备党员定期或者不定期向组织汇报个人思想、学习、工作各方面的具体情况，及时总结经验、查找不足、发扬优点，是考察大学生预备党员的关键因素。按照汇报方式的不同，可分为书面汇报和口头汇报两种。,对,错,"","","",A,13
422,支部大会通过接收的预备党员，经过上级党组织批准才能生效。,对,错,"","","",A,11
423,从支部大会通过到上级党组织批准这一段时间内，预备党员也可以参加党的组织生活。,对,错,"","","",B,9
424,预备党员在预备期满前三个月时间左右，应主动向党组织提出转正申请，把自己在预备期期间的表现和优缺点向党支部作出比较系统、全面的书面汇报。,对,错,"","","",B,8
425,端正入党动机，是争取入党的首要问题。,对,错,"","","",A,11
426,中国共产党历来重视党风建设，在长期的革命和建设事业中，形成了理论联系实际、密切联系群众、批评和自我批评的优良传统和作风。,对,错,"","","",A,9
427,党的纪律是党的各级组织和全体党员必须遵守的政治生活准则和言行规范。,对,错,"","","",A,11
428,广大党员、干部要成为实践社会主义核心价值体系的模范，做共产主义远大理想和中国特色社会主义共同理想的坚定信仰者、科学发展观的忠实执行者、生态文明的努力推进者。,对,错,"","","",A,5
429,社会主义核心价值观就是“富强、民主、文明、和谐，自由、平等、公正、法治，爱国、敬业、诚信、友善”。,对,错,"","","",A,14
430,把精神文明建设放在突出地位，融入经济建设、政治建设、文化建设、社会建设各方面和全过程，努力建设美丽中国，实现中华民族永续发展。,对,错,"","","",B,5
431,党中央决定，2016年在全体党员中开展“学党章党规、学系列讲话，做合格党员”学习教育活动，这是深化党内教育做出的又一重要部署。,对,错,"","","",A,2
432,《中国共产党廉洁自律准则》、《中国共产党纪律处分条例》等党内法规高于国家法律。,对,错,"","","",B,11
433,共产党员要做到“四讲四有”，即做到讲政治、有信念，讲规矩、有纪律，讲道德、有品行，讲奉献、有作为。,对,错,"","","",A,8
434,习近平新时代中国特色社会主义思想是中国特色社会主义理论体系的重要组成部分，是全党全国人民为实现中华民族伟大复兴而奋斗的行动指南，必须长期坚持并不断发展。,对,错,"","","",A,8
435,中国特色社会主义进入新时代，我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。,对,错,"","","",A,10
436,在组织上入了党，思想上也就入了党。,对,错,"","",,B,19
437,马克思主义是过时的理论。,对,错,"","","",B,14
438,发展党员必须坚持入党自愿原则。,对,错,"","","",A,12
439,预备党员可以不履行党员义务。,对,错,"","","",B,18
440,党员有退党的自由。,对,错,"","","",A,8
441,党的下级组织必须坚决执行上级组织的决定。,对,错,"","","",A,18
442,留党察看是党内的最高处分。,对,错,"","","",B,12
443,党除了工人阶级和最广大人民群众的利益，没有自己特殊的利益。,对,错,"","","",A,14
444,共产党员只对党组织负责，不需要对群众负责。,对,错,"","","",B,15
445,理论联系实际是马克思主义的学风。,对,错,"","","",A,13
446,党章是党的根本大法。,对,错,"","","",A,8
447,预备党员预备期满，自动成为正式党员。,对,错,"","","",B,8
448,预备党员的权利同正式党员一样。,对,错,"","","",B,12
449,马克思主义具有与时俱进的理论品质。,对,错,"","",,A,16
450,党员如果没有正当理由，连续一年不交纳党费，就被认为是自行脱党。,对,错,"","","",B,5
451,承认党的纲领和章程，愿意参加党的一个组织并在其中积极工作、执行党的决议和按期交纳党费的可以申请加入中国共产党。,对,错,"","","",A,8
452,端正入党动机，是坚持党性的需要、是要求入党者肩负使命、提高个人素质的客观需要。,对,错,"","","",A,10
453,民主集中制是民主基础上的集中和集中指导下的民主相结合的制度。,对,错,"","","",A,9
454,中国共产党是靠革命理想和铁的纪律组织起来的马克思主义政党。,对,错,"","","",A,8
455,入党积极分子培养对象，一般每6个月向党组织提交一份思想汇报材料。,对,错,"","","",B,8
456,只有献身共产主义事业，为实现共产主义理想而要求入党，才是唯一正确的入党动机。,对,错,"","","",A,9
457,党组织讨论问题必须坚持的原则是下级服从上级原则。,对,错,"","","",B,11
458,中国共产党领导全国各族人民，经过长期的反对帝国主义、封建主义、官僚资本主义的革命斗争，取得了社会主义革命的胜利。,对,错,"","","",B,4
459,党章规定，党组织对违犯党的纪律的党员一律开除党籍。,对,错,"","","",B,12
460,党员主体地位阐明了党员的权利与义务是完整统一的。,对,错,"","","",A,8
461,党必须在宪法和法律的范围内活动。,对,错,"","",,A,9
462,改革、发展和稳定三者之间相互依存，互为条件。其中发展是目的，改革是动力，稳定是前提。,对,错,"","","",A,8
463,中国共产党坚持把马克思主义基本原理同中国具体实际结合起来，在推进马克思主义中国化的历史进程中形成了四大理论成果。,对,错,"","","",B,7
464,政党的党风问题，关系到党的性质会否变质，党的先进性能否得以保持。,对,错,"","","",A,9
465,党员有参加党的有关会议，阅读党的有关文件，接受党的教育和培训的权力。,对,错,"","","",A,13
466,党员有在党的会议上和党报党刊上，参加关于党的政策问题的讨论的权力。,对,错,"","","",A,5
467,普通党员没有被选举权。,对,错,"","","",B,13
468,党的领导地位是历史和人民的必然选择。,对,错,"","","",A,8
469,党风问题，归根到底是党与群众的关系问题。,对,错,"","","",A,11
470,预备党员的权力同正式党员一样，都有选举权、被选举权和表决权。,对,错,"","","",B,15
471,发展党员，必须经过党的支部，坚持个别吸收的原则，同时必须由3名正式党员作入党介绍人。,对,错,"","","",B,10
472,1948年2月在英国伦敦首次出版的《共产党宣言》标志着马克思主义的诞生。,对,错,"","","",B,12
473,十九大报告指出：从2020年到本世纪中叶可以分两个阶段来安排：第一个阶段，从二〇二〇年到二〇三五年，在全面建成小康社会的基础上，再奋斗十五年，基本实现社会主义现代化。第二个阶段，从二〇三五年到本世纪中叶，在基本实现现代化的基础上，再奋斗十五年，把我国建成富强民主文明和谐美丽的社会主义现代化强国。,对,错,"","","",A,6
474,坚持四项基本原则，最核心的一条是坚持马列主义毛泽东思想。,对,错,"","","",B,8
475,我国社会主义的政党制度是一党制。,对,错,"","","",B,8
476,党的十七届六中全会在集中全党智慧的基础上，阐述了中国特色社会主义文化发展道路，确立了建设社会主义教育强国的战略目标。,对,错,"","","",B,10
477,八七会议和第七次代表大会是中国共产党历史上的两个伟大转折点。,对,错,"","","",B,7
478,党的民主集中制的“四个服从”是指：个人服从组织、下级服从上级、党员服从干部、全党服从中央。,对,错,"","","",B,6
479,党员对党组织的决议和政策如有不同意见，可以不执行，也可以申明保留。,对,错,"","","",B,13
480,预备党员取消预备资格是一种党纪处分。,对,错,"","","",B,6
481,党的纪律处分有五种：警告、严重警告、撤销党内职务、留党察看、开除党籍。,对,错,"","","",A,7
482,学习党章，就要加强党的意识和党性观念。,对,错,"","","",A,9
483,认真学习文化、专业、科学知识，争取优异的成绩，也是入党的重要条件。,对,错,"","","",A,13
484,端正入党动机，不是入党前一时的问题，而是一辈子的事情，要活到老，学到老，改造到老。,对,错,"","","",A,7
485,党性是一个政党固有的本质特性，是政党阶级性的最高、最集中的表现。,对,错,"","","",A,9
486,中国共产党是优秀的党组织，其党员有着与生俱来的先进性。,对,错,"","","",B,10
487,我们党的最大政治优势是密切联系群众，党执政后的最大危险是脱离群众。党风问题是关系党生死存亡的问题。,对,错,"","",,A,13
488,中国共产党党员永远是劳动人民的普通一员。除了法律和政策规定范围内的个人利益和工作职权以外，所有共产党员都不得谋求任何私利和特权。,对,错,"","","",A,12
